error,correct,learncount,type,correctly_Found,learnrate,Learning,InvestigationRate,Correct Count,NameOfSpecies,epoch
2019-05-09 08:05
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121061,1.0,14227,RL,True,9.801495006250001e-06,True,11210,0,93
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121612,1.0,14232,RL,True,9.801495006250001e-06,True,11215,0,93
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122245,1.0,14237,RL,True,9.801495006250001e-06,True,11220,0,93
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121700,1.0,14242,RL,True,9.801495006250001e-06,True,11225,0,93
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.874299,0.0,14247,RL,False,9.801495006250001e-06,True,11228,0,94
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121063,1.0,14252,RL,True,9.801495006250001e-06,True,11233,0,95
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122523,1.0,14257,RL,True,9.801495006250001e-06,True,11238,0,95
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.123661,1.0,14262,RL,True,9.801495006250001e-06,True,11243,0,95
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122463,1.0,14267,RL,True,9.801495006250001e-06,True,11247,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121092,1.0,14272,RL,True,9.801495006250001e-06,True,11252,0,96
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121061,1.0,14277,RL,True,9.801495006250001e-06,True,11257,0,96
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],1.515172,0.0,14282,RL,False,9.801495006250001e-06,True,11261,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.123713,1.0,14287,RL,True,9.801495006250001e-06,True,11265,0,98
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122469,1.0,14292,RL,True,9.801495006250001e-06,True,11269,0,99
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.448661,1.0,14297,RL,True,9.801495006250001e-06,True,11274,0,99
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.535568,1.0,14302,RL,True,9.801495006250001e-06,True,11279,0,99
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.123197,1.0,14307,RL,True,9.801495006250001e-06,True,11284,0,99
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.128120,1.0,14312,RL,True,9.801495006250001e-06,True,11289,0,99
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.889319,1.0,14317,RL,True,9.801495006250001e-06,True,11294,0,99
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121059,1.0,14322,RL,True,9.801495006250001e-06,True,11298,0,100
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.510001,0.0,14327,RL,False,9.801495006250001e-06,True,11302,0,100
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121058,1.0,14332,RL,True,9.801495006250001e-06,True,11307,0,101
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.701737,1.0,14337,RL,True,9.801495006250001e-06,True,11312,0,101
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.123061,1.0,14342,RL,True,9.801495006250001e-06,True,11317,0,101
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.421086,0.0,14347,RL,False,9.801495006250001e-06,True,11320,0,102
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.480868,0.0,14352,RL,False,9.801495006250001e-06,True,11324,0,103
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121058,1.0,14357,RL,True,9.801495006250001e-06,True,11329,0,104
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121057,1.0,14362,RL,True,9.801495006250001e-06,True,11334,0,104
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121058,1.0,14367,RL,True,9.801495006250001e-06,True,11339,0,104
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.557444,1.0,14372,RL,True,9.801495006250001e-06,True,11344,0,104
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.794738,1.0,14377,RL,True,9.801495006250001e-06,True,11349,0,104
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.201100,1.0,14382,RL,True,9.801495006250001e-06,True,11353,0,105
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121068,1.0,14387,RL,True,9.801495006250001e-06,True,11357,0,106
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.640978,0.0,14392,RL,False,9.801495006250001e-06,True,11361,0,106
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121089,1.0,14397,RL,True,9.801495006250001e-06,True,11365,0,108
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.539923,0.0,14402,RL,False,9.801495006250001e-06,True,11369,0,108
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121067,1.0,14407,RL,True,9.801495006250001e-06,True,11373,0,110
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121058,1.0,14412,RL,True,9.801495006250001e-06,True,11377,0,111
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.202497,1.0,14417,RL,True,9.801495006250001e-06,True,11381,0,112
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.122362,1.0,14422,RL,True,9.801495006250001e-06,True,11386,0,112
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.125974,1.0,14427,RL,True,9.801495006250001e-06,True,11391,0,112
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.141300,1.0,14432,RL,True,9.801495006250001e-06,True,11396,0,112
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.128811,1.0,14437,RL,True,9.801495006250001e-06,True,11401,0,112
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121782,1.0,14442,RL,True,9.801495006250001e-06,True,11406,0,112
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121071,1.0,14447,RL,True,9.801495006250001e-06,True,11411,0,112
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121059,1.0,14452,RL,True,9.801495006250001e-06,True,11416,0,112
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.134182,1.0,14457,RL,True,9.801495006250001e-06,True,11421,0,112
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.201926,1.0,14462,RL,True,9.801495006250001e-06,True,11425,0,113
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.239780,1.0,14580,RL,True,9.950000000000001e-06,True,11430,0,0
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121099,1.0,14585,RL,True,9.950000000000001e-06,True,11435,0,0
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120988,1.0,14590,RL,True,9.950000000000001e-06,True,11440,0,0
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.143890,1.0,14595,RL,True,9.950000000000001e-06,True,11445,0,0
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.405007,1.0,14600,RL,True,9.950000000000001e-06,True,11448,0,2
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,14605,RL,True,9.950000000000001e-06,True,11453,0,2
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.623722,0.0,14610,RL,False,9.950000000000001e-06,True,11457,0,2
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.121348,1.0,14615,RL,True,9.950000000000001e-06,True,11462,0,3
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.186148,1.0,14620,RL,True,9.950000000000001e-06,True,11466,0,4
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.165222,1.0,14625,RL,True,9.950000000000001e-06,True,11471,0,4
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],1.431464,0.0,14630,RL,False,9.950000000000001e-06,True,11474,0,5
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121042,1.0,14635,RL,True,9.950000000000001e-06,True,11479,0,6
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121126,1.0,14640,RL,True,9.950000000000001e-06,True,11483,0,7
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],1.905910,0.0,14645,RL,False,9.950000000000001e-06,True,11487,0,7
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121005,1.0,14650,RL,True,9.950000000000001e-06,True,11490,0,10
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121067,1.0,14655,RL,True,9.950000000000001e-06,True,11495,0,10
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120981,1.0,14660,RL,True,9.950000000000001e-06,True,11500,0,10
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],3.250388,0.0,14665,RL,False,9.950000000000001e-06,True,11504,0,10
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.130901,1.0,14670,RL,True,9.950000000000001e-06,True,11509,0,11
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.140583,1.0,14675,RL,True,9.950000000000001e-06,True,11513,0,12
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120995,1.0,14680,RL,True,9.950000000000001e-06,True,11518,0,12
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121152,1.0,14685,RL,True,9.950000000000001e-06,True,11522,0,13
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.126185,1.0,14690,RL,True,9.950000000000001e-06,True,11527,0,13
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.125070,1.0,14695,RL,True,9.950000000000001e-06,True,11532,0,13
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122327,1.0,14700,RL,True,9.950000000000001e-06,True,11537,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.126610,1.0,14705,RL,True,9.950000000000001e-06,True,11541,0,14
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.132038,1.0,14710,RL,True,9.950000000000001e-06,True,11545,0,15
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.175303,1.0,14715,RL,True,9.950000000000001e-06,True,11548,0,17
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.122476,1.0,14720,RL,True,9.950000000000001e-06,True,11552,0,18
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120982,1.0,14725,RL,True,9.950000000000001e-06,True,11557,0,18
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,14730,RL,True,9.950000000000001e-06,True,11562,0,18
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.354660,1.0,14735,RL,True,9.950000000000001e-06,True,11567,0,18
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.135428,1.0,14740,RL,True,9.950000000000001e-06,True,11572,0,18
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.125848,1.0,14745,RL,True,9.950000000000001e-06,True,11576,0,19
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.124666,1.0,14750,RL,True,9.950000000000001e-06,True,11581,0,19
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121047,1.0,14755,RL,True,9.950000000000001e-06,True,11586,0,19
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],1.864647,0.0,14760,RL,False,9.950000000000001e-06,True,11590,0,19
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.143739,1.0,14765,RL,True,9.950000000000001e-06,True,11595,0,20
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.127568,1.0,14770,RL,True,9.950000000000001e-06,True,11600,0,20
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.133359,1.0,14775,RL,True,9.950000000000001e-06,True,11604,0,21
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120982,1.0,14780,RL,True,9.950000000000001e-06,True,11609,0,21
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121014,1.0,14785,RL,True,9.950000000000001e-06,True,11614,0,21
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.246367,1.0,14790,RL,True,9.950000000000001e-06,True,11618,0,22
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.126425,1.0,14795,RL,True,9.950000000000001e-06,True,11622,0,23
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120990,1.0,14800,RL,True,9.950000000000001e-06,True,11626,0,24
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120983,1.0,14805,RL,True,9.950000000000001e-06,True,11630,0,25
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.132583,1.0,14810,RL,True,9.950000000000001e-06,True,11633,0,27
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120984,1.0,14815,RL,True,9.950000000000001e-06,True,11638,0,27
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120992,1.0,14820,RL,True,9.950000000000001e-06,True,11642,0,28
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120981,1.0,14825,RL,True,9.950000000000001e-06,True,11646,0,29
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.176351,1.0,14830,RL,True,9.950000000000001e-06,True,11650,0,30
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.376910,1.0,14835,RL,True,9.950000000000001e-06,True,11655,0,30
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],3.822900,0.0,14840,RL,False,9.950000000000001e-06,True,11657,0,32
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.180364,1.0,14845,RL,True,9.950000000000001e-06,True,11662,0,33
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120993,1.0,14850,RL,True,9.950000000000001e-06,True,11667,0,33
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,14855,RL,True,9.950000000000001e-06,True,11671,0,34
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121028,1.0,14860,RL,True,9.950000000000001e-06,True,11676,0,34
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],3.169699,0.0,14865,RL,False,9.950000000000001e-06,True,11679,0,35
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.123190,1.0,14870,RL,True,9.950000000000001e-06,True,11684,0,36
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.126860,1.0,14875,RL,True,9.950000000000001e-06,True,11688,0,37
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.124833,1.0,14880,RL,True,9.950000000000001e-06,True,11693,0,37
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.132663,1.0,14885,RL,True,9.950000000000001e-06,True,11698,0,37
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.160908,1.0,14890,RL,True,9.950000000000001e-06,True,11703,0,37
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.129152,1.0,14895,RL,True,9.950000000000001e-06,True,11708,0,37
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.538644,0.0,14900,RL,False,9.950000000000001e-06,True,11712,0,37
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121051,1.0,14905,RL,True,9.950000000000001e-06,True,11717,0,38
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.351820,0.0,14910,RL,False,9.950000000000001e-06,True,11721,0,38
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121188,1.0,14915,RL,True,9.950000000000001e-06,True,11725,0,40
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121059,1.0,14920,RL,True,9.950000000000001e-06,True,11730,0,40
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120986,1.0,14925,RL,True,9.950000000000001e-06,True,11735,0,40
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.132569,1.0,14930,RL,True,9.950000000000001e-06,True,11740,0,40
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121268,1.0,14935,RL,True,9.950000000000001e-06,True,11744,0,41
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,14940,RL,True,9.950000000000001e-06,True,11749,0,41
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.123579,1.0,14945,RL,True,9.950000000000001e-06,True,11753,0,42
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120981,1.0,14950,RL,True,9.950000000000001e-06,True,11758,0,42
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122093,1.0,14955,RL,True,9.950000000000001e-06,True,11762,0,43
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.460937,1.0,14960,RL,True,9.950000000000001e-06,True,11767,0,43
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121100,1.0,14965,RL,True,9.950000000000001e-06,True,11772,0,43
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],1.200545,0.0,14970,RL,False,9.950000000000001e-06,True,11775,0,44
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],1.110671,0.0,14975,RL,False,9.950000000000001e-06,True,11779,0,45
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121035,1.0,14980,RL,True,9.950000000000001e-06,True,11784,0,46
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.212721,1.0,14985,RL,True,9.950000000000001e-06,True,11789,0,46
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.362162,1.0,14990,RL,True,9.950000000000001e-06,True,11794,0,46
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.139997,1.0,14995,RL,True,9.950000000000001e-06,True,11797,0,48
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.125670,1.0,15000,RL,True,9.950000000000001e-06,True,11801,0,49
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.352513,1.0,15005,RL,True,9.950000000000001e-06,True,11806,0,49
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121433,1.0,15010,RL,True,9.950000000000001e-06,True,11809,0,51
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.420770,1.0,15015,RL,True,9.950000000000001e-06,True,11814,0,51
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.295807,1.0,15020,RL,True,9.950000000000001e-06,True,11819,0,51
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121891,1.0,15025,RL,True,9.950000000000001e-06,True,11823,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121193,1.0,15030,RL,True,9.950000000000001e-06,True,11826,0,54
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.981195,1.0,15035,RL,True,9.950000000000001e-06,True,11828,0,57
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.464035,1.0,15040,RL,True,9.950000000000001e-06,True,11832,0,58
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.132779,1.0,15045,RL,True,9.950000000000001e-06,True,11837,0,58
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.151122,1.0,15050,RL,True,9.950000000000001e-06,True,11840,0,60
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121448,1.0,15055,RL,True,9.950000000000001e-06,True,11844,0,61
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121758,1.0,15060,RL,True,9.950000000000001e-06,True,11849,0,61
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.157019,1.0,15065,RL,True,9.950000000000001e-06,True,11854,0,61
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.123110,1.0,15070,RL,True,9.950000000000001e-06,True,11859,0,61
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.256476,0.0,15075,RL,False,9.950000000000001e-06,True,11863,0,61
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.394800,1.0,15080,RL,True,9.950000000000001e-06,True,11868,0,62
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.862648,0.0,15085,RL,False,9.950000000000001e-06,True,11871,0,63
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122012,1.0,15090,RL,True,9.950000000000001e-06,True,11876,0,64
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.477404,1.0,15095,RL,True,9.950000000000001e-06,True,11880,0,65
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.141347,1.0,15100,RL,True,9.950000000000001e-06,True,11885,0,65
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121521,1.0,15105,RL,True,9.950000000000001e-06,True,11889,0,66
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121228,1.0,15110,RL,True,9.950000000000001e-06,True,11894,0,66
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.248223,1.0,15115,RL,True,9.950000000000001e-06,True,11898,0,67
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.208311,1.0,15120,RL,True,9.950000000000001e-06,True,11902,0,68
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122038,1.0,15125,RL,True,9.950000000000001e-06,True,11906,0,69
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.134615,1.0,15130,RL,True,9.950000000000001e-06,True,11910,0,70
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],1.530631,0.0,15135,RL,False,9.950000000000001e-06,True,11914,0,70
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121162,1.0,15140,RL,True,9.950000000000001e-06,True,11919,0,71
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.232780,1.0,15145,RL,True,9.950000000000001e-06,True,11924,0,71
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15150,RL,True,9.950000000000001e-06,True,11929,0,71
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122517,1.0,15155,RL,True,9.950000000000001e-06,True,11934,0,71
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15160,RL,True,9.950000000000001e-06,True,11938,0,72
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15165,RL,True,9.950000000000001e-06,True,11942,0,73
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120982,1.0,15170,RL,True,9.950000000000001e-06,True,11947,0,73
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.206688,1.0,15175,RL,True,9.950000000000001e-06,True,11951,0,74
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.207934,1.0,15180,RL,True,9.950000000000001e-06,True,11956,0,74
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.304482,0.0,15185,RL,False,9.950000000000001e-06,True,11960,0,74
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.126524,1.0,15190,RL,True,9.950000000000001e-06,True,11964,0,76
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120999,1.0,15195,RL,True,9.950000000000001e-06,True,11968,0,77
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],4.581724,0.0,15200,RL,False,9.950000000000001e-06,True,11972,0,77
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.410949,1.0,15205,RL,True,9.950000000000001e-06,True,11976,0,79
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.127451,1.0,15210,RL,True,9.950000000000001e-06,True,11980,0,80
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.159117,1.0,15215,RL,True,9.950000000000001e-06,True,11985,0,80
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.235933,1.0,15220,RL,True,9.950000000000001e-06,True,11989,0,81
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.995139,0.0,15225,RL,False,9.950000000000001e-06,True,11993,0,81
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.632117,1.0,15230,RL,True,9.950000000000001e-06,True,11998,0,82
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121229,1.0,15235,RL,True,9.950000000000001e-06,True,12003,0,82
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.947098,0.0,15240,RL,False,9.950000000000001e-06,True,12007,0,82
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120981,1.0,15245,RL,True,9.950000000000001e-06,True,12012,0,83
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121048,1.0,15250,RL,True,9.950000000000001e-06,True,12017,0,83
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121060,1.0,15255,RL,True,9.950000000000001e-06,True,12022,0,83
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.146489,1.0,15260,RL,True,9.950000000000001e-06,True,12027,0,83
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121055,1.0,15265,RL,True,9.950000000000001e-06,True,12032,0,83
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.463330,1.0,15270,RL,True,9.950000000000001e-06,True,12037,0,83
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15275,RL,True,9.950000000000001e-06,True,12040,0,85
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.125489,1.0,15280,RL,True,9.950000000000001e-06,True,12044,0,86
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120993,1.0,15285,RL,True,9.950000000000001e-06,True,12048,0,87
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.123546,1.0,15290,RL,True,9.950000000000001e-06,True,12053,0,87
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121320,1.0,15295,RL,True,9.950000000000001e-06,True,12058,0,87
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.899409,0.0,15300,RL,False,9.950000000000001e-06,True,12062,0,87
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15305,RL,True,9.950000000000001e-06,True,12066,0,89
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.121037,1.0,15310,RL,True,9.950000000000001e-06,True,12070,0,90
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121087,1.0,15315,RL,True,9.950000000000001e-06,True,12075,0,90
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],2.535971,0.0,15320,RL,False,9.950000000000001e-06,True,12079,0,90
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.505935,1.0,15325,RL,True,9.950000000000001e-06,True,12084,0,91
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121017,1.0,15330,RL,True,9.950000000000001e-06,True,12089,0,91
